PRF,Duty_factor,Frequency,Radar_vel,Target_vel,Radar_alt,Target_alt,Target_rcs,Clutter_rcs_sd,Slant_range,N_pulses,N_targets,Target2_vel,Target2_alt,Target2_rcs,Slant_range2
59744.842820000005,0.49322935,3690248819,54.38239926,290.6342387,5617.763503,2776.117748,43.86868714,56.10943979,28.24577431,64,1,119.15683729999999,4275.415634,63.88393396,78.71085824
53135.65338,0.472620198,1520927603,55.01933786,148.67168769999998,7081.788378,3487.504768,47.71567211,116.2790628,47.51180873,192,0,170.11440469999997,6967.482556,33.29258185,90.68338131
75162.32707999999,0.295014809,3088645826,55.64255086,92.89823217,7947.562156999999,6581.105827,49.60213201,71.84609218,49.03484784,256,0,257.36019869999996,1066.670832,95.44395511,53.09798524
79072.03232,0.48139205,1703664254,94.59252736,59.92015502,9741.479413,6631.268647,12.65733001,53.23710683,90.02527604,128,1,69.97521784,9974.510795999999,21.82429389,62.28571029
99276.27733,0.44354878200000003,1083337555,153.1314071,195.27345119999998,9342.197404,3848.311939,33.86325294,61.10371566,16.99962357,256,1,216.6828957,9996.012992,56.67322888,64.95665903
95839.50759,0.46257760600000003,4992203103,144.5299256,123.1491196,4084.62695,3436.10059,39.28300358,69.24268679,98.33417017,256,2,207.9694993,2174.174996,38.29737643,72.59939748
76504.68507,0.495461885,1742564922,75.75351885,168.5027676,7134.748729000001,7857.861712000001,21.30906531,61.78489244,95.48569796,192,1,293.18913560000004,5264.61735,48.82017486,15.45614351
99902.73194,0.351775237,1397200460,105.8065469,262.2368169,8222.37824,5834.746563000001,21.0214381,101.5938194,64.73720637,64,0,213.4342874,9015.730957,54.21297735,23.1245807
95465.17848,0.494235705,1240093517,118.2262537,181.22319069999998,9833.002317,6584.071851,31.27044509,112.0301777,93.28166525,192,2,249.8432898,8433.88142,17.16569849,51.489978799999996
66932.16676000001,0.320862066,1160398322,236.4110596,71.1347212,9935.788354,3567.3650829999997,22.90018036,102.32818459999999,11.33374554,64,1,193.17987380000002,4632.041339,46.88999598,84.14152829
77901.70905,0.268958119,1938151145,213.57915789999998,256.0410125,9501.372102,7623.9808,18.40090255,146.04823009999998,12.89052429,128,1,59.13094392,8781.730399,31.32290972,88.87244738
90438.40655,0.378086893,4020704496,283.6906757,288.21144580000004,9637.550377,7615.709437,84.41721085,109.80271450000001,11.05665887,64,0,265.5512748,7624.214336,97.16209625,82.4253589
55009.53928,0.497452346,1624256732,264.9290287,155.49545700000002,7341.541284,9948.152041,73.90394342,127.3378732,15.572552499999999,64,2,147.1196493,1287.144207,24.36806437,94.99147661
72265.76347,0.335390281,1269908344,245.36539269999997,68.69835182,9971.259948,5838.975597,68.56120721,51.40827672,39.22248393,128,0,245.22520350000002,7062.9481,65.59207854,50.46631521
52012.57806,0.275074987,4614769940,284.6959397,58.47143882,6294.176240999999,6850.766562999999,21.50864684,86.32791174,31.36059559,256,0,71.78173078,2396.5007969999997,62.78092918,48.22640265
70038.45253,0.432835205,2607982810,178.2913559,246.93343680000004,9769.885774,5313.573909000001,86.41028297,54.80277435,16.23955801,256,2,233.93924480000004,6709.414326,55.42305572,40.1359898
73752.32385,0.190842471,1358240643,175.36299590000002,196.3343958,7561.732121999999,3876.4215649999996,13.92704943,58.92720274,14.80394171,128,2,217.71905840000002,5308.291765,23.29309972,27.65211049
86542.18633,0.42942896,1027248984,279.49455739999996,266.214056,9476.24653,3121.786181,63.48102296,82.89102779999999,11.54813993,192,0,211.93623530000002,7879.388859999999,80.30522407,93.35569228
95313.41002000001,0.47851449799999995,4455048026,289.91657230000004,164.91649850000002,9223.299565000001,5899.038586,10.88714957,91.29806251,43.00253447,256,1,156.8875436,8747.970773000001,82.56689295,34.08088073
81654.42595,0.468386814,4898495612,186.4510531,229.45610159999998,8036.978031000001,6197.900631,90.65494915,108.1018382,18.21459353,192,1,57.912499600000004,5947.996102,78.11123559,80.06540409
51169.875510000005,0.244885502,2377971603,286.73980950000004,227.9409463,9066.635019,6044.438962,45.5064509,54.9326887,50.49461408,192,2,147.1090361,4710.920849,10.72266963,90.77211733
54430.768860000004,0.385327579,2948586324,161.74763959999999,164.8049406,9340.278815000001,6177.849225,41.52983813,50.39192832,41.08556729,64,0,210.9152293,1685.407274,55.80628708,97.33505565
52846.07671,0.40853033899999996,2106209059,66.92972999,195.060025,3690.35783,4959.416066,37.16576134,57.2011626,10.25869466,64,1,222.3232607,7420.290492,97.95506402,67.42386529
50722.72148,0.335671041,1310856669,80.75955856,183.5665855,5889.9213469999995,7639.780273,14.46189677,70.20342856,18.24845833,192,1,56.79732252,3698.686644,77.00057388,12.18750546
55209.7564,0.25178358,3995705305,130.7854312,274.3484818,7258.487793000001,1079.889835,53.91901596,121.06076359999999,49.22218476,128,0,205.6648587,7763.275565999999,42.96567911,99.58684205
63497.446079999994,0.46221315399999996,5476515383,143.3692575,146.2375885,9404.371167,3277.279827,83.69008899,58.89075236,33.48549995,192,2,293.44969689999994,6389.337898,98.17580164,15.572552499999999
68422.09611,0.499142682,2273489900,120.79480579999999,175.7995198,5806.3596,9996.086768000001,34.23826793,66.01761342,13.81460845,192,0,215.020211,6175.375407,50.8371399,98.38119687
50534.246739999995,0.494773577,1064861415,267.3645826,63.64880131,5772.648279999999,2536.004786,29.104880699999995,103.2566696,29.17029486,256,1,208.82958730000001,6300.375419,67.12944567,46.82668847
85198.15282999999,0.48852654,6093825603,138.8661514,221.58137709999997,7199.094789,9991.605693000001,59.68513408,50.66009995,62.71221396,64,2,152.0542862,9503.296788,98.55641159,81.37917220000001
69149.11365,0.48973996200000003,1768272867,72.93777045,232.81906859999998,7673.722698999999,1209.371694,13.43223039,103.2811432,79.62522856,256,2,52.11018012,1099.4218039999998,99.45100088,63.8050681
64364.99679,0.415621743,1219321720,66.21291026,168.18756340000002,9951.820071,1581.74028,77.39058487,143.28232649999998,86.11948285,128,1,74.76818905,6764.001889,58.82453321,73.71989873
54727.67724,0.20408791,3243698493,63.88154028,296.8795868,9256.252779,8139.835344,18.31467459,118.4166817,23.1245807,128,2,73.77857285,3481.1547880000003,78.03393868,25.49016083
50166.2252,0.30251748100000003,3474809286,148.3412368,246.58017999999998,8211.650558,5183.712219,61.72216575,55.11520001,30.14445432,256,0,50.77036371,7394.445551000001,29.32195652,65.93959243
52770.972630000004,0.312532894,7327306176,291.02753019999994,233.05756180000003,6458.312409,8482.977867,70.94589304,68.889832,93.87313138,64,2,110.7981575,4090.978593,28.05703602,19.22126511
71915.77768,0.39999757700000005,1020218869,246.51604190000003,52.41779631,7275.112034999999,7986.179398,13.28880457,103.98287490000001,98.2190573,128,1,249.9421555,8256.969953,21.21919777,72.98539766
53664.295289999995,0.471086514,9573364118,279.367456,51.20725032,7229.075183,9210.336608,31.27899278,74.6433664,17.53693755,192,0,223.0863594,4007.335249,14.77298322,15.94904741
52692.82151,0.443359501,5086942786,228.4767695,92.97468599,9714.137243000001,9079.521595,66.728913,57.75131364,67.85085532,256,0,115.89349479999998,1623.8356119999999,91.62309127,23.70631445
70248.3962,0.499030905,2805565220,216.19567940000002,260.217906,9022.241906000001,1276.773036,67.69549245,114.9266676,42.86210547,128,2,193.2225148,2456.802227,36.90949423,89.75012548
63213.1577,0.493108537,1169199722,179.729861,190.843592,8373.241227,1440.897561,80.52642629,51.39240541,54.59705129,128,0,207.46605490000002,9952.517420999999,89.31717066,63.76957299
52360.55363,0.46408030100000003,4943318726,287.11509,168.5609123,9012.828553,1007.0425880000001,99.46776064,57.43394321,10.72235178,64,0,157.17952769999997,6201.236870000001,63.19033626,37.8403596
50018.57271,0.335981364,5343081217,290.6053457,149.4988288,4009.302346,1858.1082440000002,34.87022882,135.0004235,56.57737785,256,1,289.2561193,9715.376949,58.15136341,52.77175581
54438.37097999999,0.40300088,1246494348,264.2876119,183.8651436,9762.637018000001,7988.641029,40.08288711,94.94310699,37.91091869,256,2,56.3965637,1070.362742,11.02733264,68.49599
70739.97614,0.482161578,3223138016,289.8283934,125.0984355,5846.689372999999,9663.706684,38.78299986,86.13234262,13.97843697,64,1,78.07017573,5092.156596,46.89740966,99.93097629
67593.69587000001,0.361757473,9703307508,296.7274916,50.91490876,8974.008487000001,3025.977783,54.52270944,112.1937693,17.59904764,192,2,142.3605889,5384.642614,16.53163017,79.56288075
70966.81809,0.226036111,1812603291,205.00266919999999,235.4294292,9649.961433,3721.875693,76.42022237,57.04265273,45.37897659,192,1,211.30455469999998,5777.031475,50.59904745,92.61607568
98035.5152,0.314180865,3084898458,270.1264268,51.78573159,6504.683293,6832.584762,15.11126312,51.93770779,12.51376375,256,1,265.8157764,1506.320171,17.64533247,36.27993144
83523.91945,0.41254064100000004,7238390572,282.6356913,139.0452547,9447.397912999999,6915.03528,85.62648396,194.2437132,16.30022707,256,2,130.27703780000002,9631.554352,48.98494741,10.183752400000001
97112.8898,0.477111578,4546934452,241.48348670000001,51.16511015,1641.428858,2234.4948879999997,40.72396288,155.18910390000002,41.54946541,128,2,287.2354563,1434.553103,10.80389044,25.69806846
75375.49074,0.49787615700000004,6055087041,278.25694330000005,50.55200281,8928.010095,7562.024037,98.58631328,158.6077449,55.68487592,256,0,280.2512824,1325.901158,66.21570453,92.81669606
98718.95713,0.327473028,7668418294,274.1600539,286.8461772,9799.74655,5131.497799,39.334612400000005,94.64702407,37.35422436,64,2,145.8726845,2736.9719370000003,81.37022026,60.3633892
98463.89241,0.366134095,2114538644,280.79755510000007,150.10337909999998,6547.200827000001,1072.49245,26.29434909,138.62781280000002,50.5408045,192,2,197.4832332,5298.851119,72.36583809,53.38378842
81141.98995,0.496527899,1727752200,253.50120730000003,161.4308186,5904.894453,6153.115579,98.800506,61.21636821,13.88835914,128,0,178.10017280000002,2625.404079,93.30829104,94.08309665
91007.45474,0.43903905299999996,2477115336,273.1698501,204.25920190000002,1292.489366,4304.909908,22.755152600000002,99.88085809999998,16.36276327,64,0,297.4262288,5946.226264,28.43230832,96.95519717
84274.43544,0.215249585,2733822247,290.59624460000003,117.1707227,4580.764178,2316.692624,97.04427715,116.0708363,13.53717947,192,1,139.3357301,4360.334007,58.11225656,98.35252365
96549.59577999999,0.477954764,1529136255,269.9472358,299.3420998,6744.545262000001,7737.884793000001,22.22924939,196.87664530000004,60.84017929,64,1,276.2289793,1695.335303,46.83330494,94.12468929999999
96923.82809,0.49425682200000004,1074786227,232.1188101,179.228189,9061.890914,5875.6997200000005,13.65579102,153.7544509,47.76857743,128,1,185.71350569999998,7776.151912,22.69930031,69.81953518
99446.04757000001,0.331595472,1519646197,197.449314,145.5150208,8919.417513,2063.692805,48.41733541,107.21915630000001,53.83829017,192,0,104.97183059999999,5774.913568,60.575375300000005,90.87931125
96985.64654,0.379221553,5254361951,287.65333239999995,264.77252680000004,5318.183181,1631.850301,37.71046592,54.31602455,92.3925593,64,1,139.0896751,2023.482414,90.77081908,68.73819864
77842.65924,0.49834444,4043857283,272.13559399999997,231.39316060000002,7329.518231999999,5253.989842,56.24048628,54.18280722,69.19960848,256,0,262.10193300000003,9814.417567,32.45725786,65.55780347
74652.27953,0.499828877,6787110738,298.9891602,247.53383870000002,9640.888291,9073.110889,16.53163017,140.29455890000003,64.09978466,128,1,287.0221546,3835.0171200000004,73.15355669,62.94939874
61059.041710000005,0.495908481,9179550998,285.6712284,86.87473403,5052.987356000001,5502.734663,37.42489108,96.13019449,96.64510119,256,1,156.0304769,1537.643884,49.31251505,64.80980051
99495.4258,0.11557939800000001,6976650587,191.6697919,117.7234892,6257.6043039999995,3441.9569920000004,98.87652027,59.91508188,46.547582299999995,128,0,57.46418845,3589.2797170000003,94.04554969,99.01307336
83156.64362,0.462339467,9398446574,280.8798845,298.16001889999995,7970.330484,7705.739818000001,65.37664295,52.82542357,40.69743966,64,2,274.5476776,4540.520476,21.50256279,60.90589128
71791.24656,0.428034605,9413199714,190.9344677,88.53141887,9659.412453,2302.248087,42.97677928,129.5148567,65.93508592,256,2,74.82314214,8526.08081,59.4278644,12.22658797
97194.04878,0.41577190399999997,9704376851,217.1536097,132.5532417,4094.0115969999997,1583.772894,57.97565877,82.47363429,45.47270036,192,2,62.42267489,4672.232234,39.26426676,93.08652572
71141.54015,0.24546632399999999,9790002218,278.3318876,84.69437618,9227.359801999999,2992.817253,82.97979383,82.66378653,63.59432085,64,0,240.69877819999996,8054.224176000001,31.93097612,82.2937342
50916.20675,0.48892280899999996,8899736315,213.2095654,279.63109130000004,5389.886059,9256.940754000001,14.98089294,175.5853832,77.04108781,192,0,253.8040931,8136.268139,78.35036233,64.80332079
99702.09665,0.490591135,9949144129,276.3451468,296.2549298,4043.1366590000002,1660.978033,24.75046601,69.68569998,85.82040471,192,1,201.2268708,3913.1587219999997,38.71876543,14.52680227
70352.90173,0.356863676,9833369177,204.4275689,60.25979175,6106.364622,9511.164983,35.98115813,112.32042859999999,63.27308476,128,2,88.44113717,2113.2536489999998,37.14806265,51.520414
94817.18964,0.22475319,8672798750,285.2154837,225.1293119,9647.962717,1092.373491,34.18430967,56.539206799999995,96.45299656,256,1,121.47538770000001,9795.549595,18.21821195,71.03611229
70220.57849,0.497940531,9223229023,251.7012526,293.4882836,9094.885159,4029.914207,29.60176088,59.58866389,99.72279373,128,0,251.6753376,8426.57913,35.98115813,25.77216933
75412.22213,0.37128317,9445423220,299.41762880000005,276.6535948,9346.448520999998,1482.56679,93.50008536,65.90437560000001,61.48216554,256,0,282.12082119999997,6486.261444,34.92190906,44.36125366
96280.04675,0.45027312,5978052083,296.0738226,209.6757771,6023.1674060000005,3627.308249,67.86939817,105.4027267,65.93959243,192,1,285.2602787,3794.9345670000002,62.44496495,96.31320848
72873.28426,0.384745954,9938118121,287.8876548,97.12934626,7463.417065000001,1585.364993,12.27906817,56.29584576,89.60885028,128,1,288.12839310000004,1603.391858,21.07118472,59.81518569
96646.86107,0.437123379,9814566232,270.1755521,69.77069879,9569.392308,7671.857634,57.8473365,76.17838402,95.13458563,64,2,155.4944589,1350.039558,41.37689342,49.50930786
98271.32368,0.24927619199999998,9236752997,285.80852230000005,243.623594,8926.342192,7028.074979000001,99.35356326,88.96054296,67.03867472,192,0,241.2742787,5668.549497999999,16.73054691,11.05665887
86910.60575,0.326970205,8806302023,293.2663726,132.7411509,6249.577847,8293.387451999999,62.1293412,62.87938621,54.7235063,256,2,242.33460789999998,2864.2360949999998,43.76134257,51.74151099
88623.28708,0.49016321399999996,9921562495,189.2379434,101.9967365,8671.031509,8545.105604999999,69.97269816,60.43667086,82.83001738,128,2,297.743158,2320.261506,31.94598196,47.35839712
99327.674,0.36817854,9477917577,277.13509510000006,94.5114003,6390.1991,2899.0053989999997,90.75162186,71.39161929,93.72960072,64,1,115.66697169999999,4487.936611,79.71735085,61.38705408
93117.59132,0.493930198,9692590487,141.30864330000003,174.6430756,9988.656191,6927.228316,77.69594833,68.44887212,92.14440149,64,0,276.5462428,5480.611347999999,39.95686884,64.09978466
95825.46143,0.487654156,7433814146,275.6308639,184.61280630000002,9707.411374,5480.611347999999,52.84514585,77.73575214,66.62420667,192,2,287.5511262,2360.905793,40.78201755,85.90557658
99705.91311000001,0.487562216,6928385337,220.7773702,201.61689019999997,8213.956381999998,6140.828841,79.44868354,120.74133710000001,99.6109821,64,0,95.76438858,9220.809677,27.05470706,85.76119809
89735.77125,0.478451012,2828808078,236.3801749,246.8574969,9447.173067,2556.3944100000003,42.137460600000004,51.48466234,72.96047873,192,2,122.8851746,9818.239638,45.00721446,81.82923008
78810.18914,0.493541238,8604441309,185.9418335,169.2132666,4712.361345,9456.084069,13.48974626,100.5873974,99.27953276,256,1,286.6225108,9275.858041,26.16663611,71.31930115
96277.54702,0.261552665,5457648068,298.5993352,238.4078539,4529.944437,3858.774738,95.72823958,62.63556423,94.99147661,128,1,193.83900490000002,5540.414483,79.09140785,76.67046355
93571.0558,0.247222875,9906020148,293.42327539999997,54.15388156,9118.748778,7129.635245999999,48.12258437,94.22989805,96.81596083,192,0,285.94593219999996,6516.9727649999995,46.28428882,28.95806349
